Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0308,Experimental,Hf0.07Zr0.17Ta0.05Nb0.02Ti0.07Si0.16C0.28B0.18,Hf4.0Zr10.3Ta3.0NbTi4.3Si9.8C16.8B10.8,ZrSi,23.114,30.531,17.398,3.014,6.695,8.933,6.543,3.771,4.1664,1978.1,230.6,51.14,49.16,He,3,0.624,17.78,303.2,8.52,30.09,0.6309,11.804,3.019,2.985,7.0484,99.9,50.73,26.12,10.18,-3.7709,15.0,15.3849,13.9995,0.4693,4000.0,6,12.304,25.568,6.172,854.07,406.38,10.39,0.1964,171.06,219.12,1.3302,16.6211,104.659,50.578,24.165,0.00745,50.054,100.0,7.3019,3431.4,408.37,17.2645,9.51,0.01,20.753,590.02,1711.126,5.67,500.0,100.0,211.17,4.209,9.635867e-14,200.0,0.5511,1.3577,16.2509,5.1072,0.21068,413.79,23.12,20.51,0.09733,0.09313,1.0,0.2949,0.000598,0.2669,2118.7,2.82914,2.2231e-08,0.92,0.02015,15.0,11.4877,40.9615,0.9137,165.43,855.76,0.0
UHTM_0309,Synthetic,Hf0.11Zr0.09Ta0.02Nb0.01Ti0.01Si0.27C0.46B0.02,Hf8.9Zr7.5Ta1.6Nb1.2TiSi21.8C36.9B2.0,HfSi,41.929,18.033,7.524,2.895,1.262,16.113,11.686,0.558,4.0986,2097.2,81.9,90.99,33.34,He,3,7.574,64.77,311.4,12.21,38.83,0.6635,11.395,3.788,1.496,7.5329,99.9,54.36,19.52,22.56,-5.8281,15.0,12.123,7.5165,0.4922,4000.0,5,20.968,23.207,5.786,852.51,391.62,8.72,0.1648,164.99,181.41,1.0805,14.6626,99.708,51.19,21.597,0.001,50.608,100.0,7.872,3613.5,402.76,16.1172,0.0,0.01,23.338,505.76,298.597,9.041,500.0,100.0,238.86,7.565,9.0515e-16,200.0,0.6415,0.1346,30.0,5.9147,0.45356,446.41,59.036,24.384,0.1112,0.08754,0.9883,0.292,0.000706,0.2692,1310.2,0.22052,2.586e-09,0.8322,0.0127,15.0,8.8715,36.8717,0.1,1424.64,502.73,8.673
UHTM_0310,Synthetic,Hf0.05Zr0.04Ta0.04Ti0.03Si0.33C0.47B0.02,Hf2.2Zr1.8Ta1.8Ti1.5Si14.1C20.4B,HfSi,24.23,9.741,20.271,1.836,4.294,24.09,14.881,0.656,4.2145,2070.1,210.5,91.51,23.73,Vacuum,0,9.556,65.58,424.2,13.28,41.58,0.6965,10.458,3.347,0.762,6.5752,97.744,64.19,23.23,30.8,-6.273,15.0,11.4542,6.1557,0.44,4000.0,5,1.849,20.63,5.781,839.3,431.01,10.04,0.1855,181.0,244.95,1.3894,15.0997,133.61,62.718,18.18,0.001,47.598,100.0,6.6998,3371.2,380.17,18.5738,14.05,0.0455,20.333,565.4,1663.0,5.805,500.0,100.0,217.92,4.645,1.37429e-13,200.0,0.5759,0.1,30.0,5.1898,0.16658,405.45,60.0,18.272,0.10526,0.06925,1.0,0.2791,0.000781,0.2797,2169.2,3.15224,2.69e-08,0.8225,0.02528,15.0,14.578,44.1382,0.6709,137.45,803.88,0.0
UHTM_0311,Experimental,Hf0.05Zr0.11Nb0.04Ti0.04Si0.12C0.44B0.21,Hf1.3Zr3.1NbTiSi3.3C12.4B6.0,ZrC,24.324,28.407,1.537,9.499,4.866,9.539,15.192,6.636,4.044,1766.2,65.5,46.87,12.49,Vacuum,0,2.478,67.92,394.2,14.48,9.36,0.5766,46.164,4.331,0.597,7.1637,99.9,62.44,35.42,13.32,-5.7672,15.0,13.1514,7.6916,0.4582,4000.0,6,9.551,22.502,8.283,328.04,430.34,5.0,0.1877,182.05,233.92,1.2954,100.0,37.89,56.361,21.86,0.001,42.941,100.0,7.7998,3373.0,379.24,16.3123,8.76,0.0595,5.0,526.75,1889.038,5.0,500.0,100.0,212.59,4.605,1.4248391e-13,200.0,0.6551,0.3195,30.0,5.1283,0.63356,421.81,35.182,19.147,0.48104,0.1665,0.9689,0.6798,0.000315,0.3814,2206.8,3.40255,2.861e-08,0.8799,0.02849,15.0,16.044,13.5337,0.8423,133.89,818.4,0.0
UHTM_0312,Experimental,Hf0.02Zr0.09Ta0.03Nb0.04Ti0.06Si0.21C0.40B0.14,HfZr4.0Ta1.4Nb1.7Ti2.6Si8.9C17.3B5.9,ZrSi,11.174,22.77,15.69,10.052,7.664,15.616,13.02,4.015,4.2173,2164.5,209.3,69.21,49.38,Ar,1,3.303,37.46,365.5,8.86,44.97,0.7309,42.707,1.289,0.077,6.7578,99.9,60.17,26.85,19.48,-6.3309,15.0,14.0039,6.9465,0.4478,4000.0,7,13.658,23.474,6.734,348.72,402.27,5.49,0.2024,167.72,213.22,1.2592,100.0,58.891,52.671,20.815,0.001,39.548,100.0,7.2884,3140.4,410.99,13.8736,3.26,0.118,5.0,617.25,2019.668,8.317,500.0,100.0,216.44,4.052,5.905174e-14,200.0,0.4874,0.2425,30.0,5.1762,0.20805,389.43,36.28,21.315,0.32773,0.11047,0.976,0.6131,0.000561,0.321,2233.2,3.61215,2.7599e-08,0.901,0.03751,14.988,20.0913,17.4962,0.6505,121.26,924.14,0.0
UHTM_0313,Synthetic,Hf0.02Zr0.04Ta0.02Nb0.02Ti0.04Si0.26C0.52B0.08,Hf1.4Zr2.1Ta1.4NbTi2.4Si15.3C30.4B4.9,TaSi,14.498,10.808,14.584,5.294,6.572,24.412,20.815,3.016,4.1686,1674.6,32.8,94.15,41.94,Ar,1,1.92,48.75,145.4,19.23,33.15,0.5854,38.857,3.763,1.75,6.3476,98.643,68.29,21.27,27.06,-5.4077,15.0,11.603,6.9339,0.4129,4000.0,7,12.599,24.193,6.939,431.16,365.49,5.0,0.1997,155.8,201.59,1.3713,82.4497,84.472,57.788,23.535,0.001,42.508,100.0,7.0644,3231.6,443.73,16.6893,11.87,0.01,5.0,608.89,712.662,5.0,500.0,100.0,209.81,7.958,4.56984e-15,200.0,0.5196,0.3553,10.1096,5.0798,1.17711,423.21,29.393,20.542,0.29859,0.13749,1.0,0.5698,0.000395,0.3587,1709.4,0.41233,5.471e-09,0.8217,0.01663,14.937,10.5895,26.211,0.6702,859.24,742.09,7.458
UHTM_0314,Experimental,Hf0.12Zr0.15Ta0.04Ti0.07Si0.14C0.21B0.27,Hf2.7Zr3.4TaTi1.6Si3.3C4.7B6.3,HfSi,38.022,24.384,14.224,0.273,6.111,7.183,4.46,5.343,4.0915,2125.1,137.5,96.96,17.67,N2,2,5.812,56.05,388.2,7.55,44.21,0.663,19.94,3.136,0.523,7.4535,99.9,47.17,30.06,8.54,-5.9854,15.0,15.1606,9.4513,0.4448,4000.0,6,19.566,23.756,6.387,706.3,415.59,10.03,0.2156,162.77,230.13,1.3537,26.031,102.47,55.342,22.701,0.0104,55.998,100.0,7.7778,3731.3,367.24,20.2553,16.16,0.01,5.0,492.44,317.092,11.032,500.0,100.0,230.55,7.032,2.00217e-15,200.0,0.5663,0.1,30.0,5.7575,0.29485,436.48,49.512,19.043,0.14184,0.10853,0.97,0.3784,0.000654,0.2219,1288.7,0.50263,1.387e-09,0.9203,0.01265,15.0,6.9888,29.3489,1.1734,790.09,459.6,6.987
UHTM_0315,Experimental,Hf0.10Zr0.13Ta0.02Ti0.09Si0.25C0.30B0.10,Hf4.4Zr5.9TaTi4.1Si11.6C13.8B4.7,HfSi,34.648,23.606,7.984,1.088,8.762,14.387,7.294,2.232,4.0684,2182.6,191.6,60.72,8.15,Vacuum,0,1.633,9.43,300.1,19.48,24.78,0.6975,25.467,2.517,0.321,7.6281,99.9,49.67,26.33,19.21,-3.011,15.0,14.6534,16.9516,0.469,4000.0,6,6.849,22.568,6.234,699.29,424.68,5.0,0.2056,170.95,247.21,1.4031,25.2989,95.937,65.195,22.198,0.00103,47.295,100.0,7.4421,3483.2,413.92,15.1549,5.41,0.01,5.0,484.23,204.018,10.9,500.0,100.0,217.06,6.924,1.32838e-15,200.0,0.6016,0.4422,8.4505,5.456,0.16735,440.66,29.5,19.094,0.12733,0.09433,0.9747,0.4279,0.000623,0.2275,1149.6,0.22065,1.06e-09,0.856,0.00406,15.0,2.5429,28.8747,1.497,1911.82,471.58,8.683
UHTM_0316,Synthetic,Hf0.06Zr0.06Ta0.02Nb0.05Si0.23C0.39B0.17,Hf2.7Zr2.8TaNb2.2Si10.2C17.5B7.5,HfSi,28.124,14.71,10.536,11.884,1.076,16.725,12.217,4.728,4.1769,1706.3,226.3,56.23,7.55,Vacuum,0,3.626,43.27,457.6,5.22,27.56,0.5605,23.484,2.361,2.122,6.3172,92.306,56.03,34.87,17.55,-5.6188,15.0,13.5243,8.2819,0.4346,4000.0,6,18.801,24.456,5.402,698.82,442.07,8.07,0.221,177.9,282.61,1.6475,19.0198,117.179,82.418,23.121,0.0017,40.171,100.0,6.2916,3440.8,393.92,16.3179,0.0,0.0553,5.0,553.31,1568.465,5.0,500.0,100.0,222.77,4.763,8.746579e-14,200.0,0.5169,0.2014,30.0,4.6065,0.13266,401.74,39.837,19.166,0.08931,0.05642,1.0,0.3802,0.000943,0.2159,2115.0,2.63339,2.0618e-08,0.8516,0.02067,14.443,11.9318,39.7172,0.6608,178.0,814.12,0.0
UHTM_0317,Synthetic,Hf0.06Zr0.09Ta0.02Nb0.02Ti0.02Si0.22C0.42B0.14,Hf2.9Zr4.5Ta1.2NbTi1.2Si11.2C21.4B7.0,HfSi,26.247,21.355,11.365,4.784,2.966,16.169,13.235,3.878,4.1227,2033.2,220.9,42.3,10.42,Vacuum,0,7.0,2.47,467.9,12.22,46.03,0.665,13.043,3.483,2.286,7.3127,99.9,62.05,24.16,20.68,-3.9788,15.0,13.3713,11.5885,0.4541,4000.0,5,8.668,23.558,5.738,805.38,412.5,11.68,0.209,174.35,234.43,1.3931,16.156,121.174,51.068,22.394,0.001,48.468,100.0,7.5108,3448.3,425.84,15.654,8.34,0.1314,19.296,629.34,2140.941,6.821,500.0,100.0,232.56,2.947,1.7262368e-13,200.0,0.597,0.3289,5.2066,5.2005,0.11134,443.2,53.171,19.491,0.10511,0.07399,1.0,0.2933,0.00071,0.2612,2329.4,4.56421,4.4582e-08,0.8214,0.03638,14.669,21.0191,35.4951,1.1575,108.88,995.43,0.0
UHTM_0318,Experimental,Hf0.05Zr0.09Ta0.04Nb0.06Ti0.04Si0.10C0.22B0.40,Hf1.1Zr2.0TaNb1.5TiSi2.3C5.2B9.4,HfB2,20.154,18.786,18.355,14.475,4.95,6.576,6.372,10.331,4.225,1624.2,202.1,96.71,31.13,He,3,5.645,35.82,122.1,10.0,45.1,0.5315,25.499,4.564,2.79,6.2507,94.642,44.95,39.38,12.54,-3.9616,15.0,14.3718,11.9558,0.3991,4000.0,7,6.646,22.745,7.449,675.49,369.96,6.38,0.1811,144.4,192.41,1.3331,38.7101,111.184,49.672,21.288,0.01341,42.665,100.0,7.2002,3295.6,374.64,17.609,7.47,0.0313,5.0,524.72,1345.361,5.0,500.0,100.0,204.65,6.154,8.691193e-14,200.0,0.687,0.1,5.5437,4.9001,0.17112,444.58,45.739,19.277,0.22526,0.15209,1.0,0.4511,0.00039,0.3416,1976.3,1.8466,1.6808e-08,0.9229,0.01338,15.0,7.6604,40.5858,0.8652,258.22,705.45,0.73
UHTM_0319,Synthetic,Hf0.03Zr0.03Nb0.04Ti0.03Si0.07C0.52B0.28,Hf1.2ZrNb1.4Ti1.3Si2.6C20.4B10.9,HfC,22.919,9.433,2.418,13.877,6.247,7.673,25.277,12.155,4.0414,1843.3,216.5,31.43,46.79,N2,2,3.926,11.15,428.3,11.74,22.96,0.6351,2.01,2.985,1.401,6.3708,95.264,79.61,43.14,11.33,-7.7275,15.0,11.0909,4.5206,0.3888,4000.0,7,17.761,25.037,5.424,900.0,392.55,11.11,0.1882,166.42,207.05,1.2611,11.5626,147.905,55.613,23.573,0.00611,45.118,100.0,6.945,3149.7,399.52,17.85,29.11,0.01,68.02,488.23,252.314,9.887,500.0,0.359511,208.19,7.19,9.089e-16,44.0108,0.5368,0.1283,20.5058,4.4826,0.09438,420.92,37.223,20.834,0.07579,0.0716,0.987,0.1709,0.000887,0.3026,1216.2,0.01,2.412e-09,0.9056,0.02075,15.0,11.8709,50.0,1.1858,2000.0,488.28,9.43
UHTM_0320,Experimental,Hf0.04Zr0.06Nb0.02Ti0.03Si0.16C0.52B0.17,Hf1.7Zr2.4NbTi1.4Si7.0C22.4B7.2,HfC,24.46,17.447,1.574,7.47,5.359,15.831,21.635,6.224,4.0282,1909.8,71.8,66.39,27.35,Ar,1,4.26,13.17,115.1,13.56,14.45,0.6459,7.025,4.299,4.49,6.6119,98.19,74.51,36.52,21.82,-3.8337,15.0,11.9221,10.462,0.4238,4000.0,7,6.872,23.839,5.967,888.97,375.73,8.7,0.1969,163.2,204.39,1.2782,14.3427,128.795,56.517,22.047,0.001,47.31,100.0,8.1864,3364.2,435.24,16.5595,8.61,0.01,43.402,646.78,2576.96,5.0,500.0,100.0,215.64,1.0,2.918905e-14,200.0,0.5713,0.2499,1.8441,4.8104,0.47646,419.91,40.906,18.955,0.12376,0.10216,0.9148,0.2391,0.000591,0.2024,2402.3,6.54751,6.6571e-08,0.8862,0.04281,15.0,24.4806,43.7555,1.7793,65.27,1053.27,0.0
UHTM_0321,Experimental,Hf0.06Zr0.09Nb0.01Ti0.06Si0.28C0.37B0.11,Hf4.9Zr8.3NbTi5.7Si25.2C33.2B9.8,HfSi,26.172,22.454,4.426,2.763,8.129,21.068,11.846,3.142,4.0405,1948.4,89.7,42.6,42.93,He,3,5.665,26.28,246.9,11.53,20.27,0.646,44.386,2.609,5.508,6.74,99.335,55.13,26.18,25.72,-7.4065,15.0,13.465,6.1332,0.4481,4000.0,5,13.82,21.362,7.416,304.05,374.36,6.47,0.1923,157.39,194.98,1.2571,100.0,35.349,61.169,20.022,0.001,46.828,100.0,7.4355,3373.6,412.58,16.6902,5.13,0.01,5.0,634.15,2743.468,5.222,500.0,100.0,222.46,1.0,4.3410346e-13,200.0,0.6063,0.2368,16.0531,4.7074,0.59797,428.76,45.385,25.772,0.50158,0.14319,1.0,0.6348,0.000326,0.2645,2483.7,8.28814,9.7499e-08,0.8387,0.05168,13.387,30.5409,16.1948,1.2489,53.95,1017.82,0.0
UHTM_0322,Experimental,Hf0.12Zr0.03Ta0.01Nb0.01Ti0.09Si0.21C0.31B0.21,Hf11.1Zr3.2TaNb1.1Ti8.5Si19.3C28.3B19.0,HfSi,48.984,7.157,4.464,2.547,9.99,13.394,8.39,5.073,4.0194,2161.6,90.7,42.32,25.06,He,3,0.158,31.14,316.9,11.22,20.0,0.6935,37.708,1.41,3.294,7.4514,99.758,50.12,27.42,18.01,-6.1545,15.0,14.2471,8.2106,0.442,4000.0,6,6.089,23.102,6.666,417.95,376.75,5.0,0.2093,156.38,229.81,1.4816,80.9634,51.032,48.153,21.293,0.001,48.427,100.0,8.8921,3546.9,409.64,16.791,12.34,0.0403,5.0,544.89,677.988,11.91,500.0,100.0,230.0,6.915,1.411212e-14,200.0,0.5578,5.0665,30.0,5.3318,0.34344,437.35,11.384,19.364,0.28336,0.12072,1.0,0.5624,0.000465,0.3142,1650.1,0.66646,5.753e-09,0.8658,0.01,15.0,5.1941,16.7627,1.2612,643.98,658.74,6.326
UHTM_0323,Experimental,Hf0.05Zr0.04Ta0.03Nb0.03Ti0.04Si0.19C0.40B0.22,Hf1.9Zr1.5TaNbTi1.3Si6.5C14.3B7.7,HfSi,27.265,10.984,14.359,7.597,5.006,14.566,13.587,6.635,4.1532,2003.4,109.2,52.4,36.89,He,3,0.877,44.87,159.2,15.99,15.06,0.6666,21.432,1.246,2.019,6.4493,94.593,59.71,34.95,16.04,-3.9071,15.0,13.5648,11.5047,0.4236,4000.0,8,2.655,21.551,5.45,684.95,401.22,8.8,0.1996,164.81,224.56,1.3206,20.153,102.942,65.102,20.281,0.01711,48.493,100.0,8.2097,3313.7,461.72,15.4541,3.15,0.067,5.0,613.67,1080.208,5.0,500.0,100.0,220.14,6.255,3.222224e-14,200.0,0.576,1.2242,11.3457,4.6715,0.36559,440.71,17.684,21.149,0.11415,0.07349,1.0,0.3761,0.000846,0.264,1892.2,1.51971,1.1959e-08,0.8686,0.02008,15.0,11.263,32.4364,0.5932,289.15,871.63,1.81
UHTM_0324,Experimental,Hf0.05Zr0.07Ta0.01Nb0.06Ti0.03Si0.15C0.50B0.13,Hf4.6Zr6.8TaNb5.2Ti2.7Si13.9C47.3B12.5,HfC,24.646,18.616,5.458,14.465,3.851,11.754,17.124,4.085,4.1584,1888.8,112.6,99.9,37.93,He,3,8.824,5.36,398.5,15.29,14.16,0.6246,26.099,1.205,0.724,6.8998,99.9,66.53,26.96,15.7,-4.6794,15.0,12.8277,9.0223,0.4548,4000.0,6,2.524,21.934,6.488,630.91,405.26,8.68,0.1979,169.66,224.21,1.3835,33.6652,87.767,54.74,20.605,0.00853,53.367,100.0,6.515,3291.2,385.65,19.3001,0.0,0.0386,5.0,581.6,1741.542,5.662,500.0,100.0,224.75,4.924,2.81515e-14,200.0,0.6208,0.1,8.6153,5.5069,0.36797,417.92,60.0,17.812,0.18797,0.10406,0.9611,0.4304,0.000477,0.289,2165.8,2.87272,2.4492e-08,0.8674,0.01857,15.0,10.7342,34.6457,0.9856,164.44,818.17,0.0
UHTM_0325,Experimental,Hf0.09Zr0.07Ta0.04Nb0.04Ti0.06Si0.14C0.49B0.07,Hf2.3Zr1.9TaNbTi1.7Si3.9C13.4B1.9,HfC,33.523,14.233,15.069,7.457,6.36,8.827,12.916,1.614,4.2091,2085.8,144.4,24.4,12.83,N2,2,0.871,36.27,103.3,17.5,43.19,0.672,18.815,2.521,8.143,6.5491,93.482,58.92,19.55,11.9,-5.3564,15.0,13.5383,8.8217,0.4955,4000.0,7,12.498,22.744,6.046,685.77,330.42,11.18,0.2042,133.66,183.91,1.3658,24.7453,116.18,48.017,21.369,0.001,41.076,100.0,7.7969,3490.3,408.52,15.7301,0.0,0.01,5.0,564.05,1518.103,8.424,500.0,100.0,215.41,4.618,4.11633e-14,200.0,0.5634,0.8782,4.0164,4.4953,0.24695,481.72,19.856,17.386,0.16738,0.11384,0.905,0.357,0.000485,0.3062,2104.6,2.58234,3.2254e-08,0.838,0.03374,14.415,19.2867,40.6729,0.135,167.81,870.67,0.0
UHTM_0326,Synthetic,Hf0.07Zr0.10Ta0.01Nb0.03Ti0.07Si0.26C0.45B0.03,Hf5.4Zr8.2TaNb2.3Ti5.4Si21.0C36.4B2.1,HfSi,28.177,22.018,5.299,6.256,7.511,17.272,12.801,0.666,4.1089,2170.3,63.6,66.28,21.25,Vacuum,0,7.097,13.15,167.4,8.75,4.42,0.7107,37.169,2.349,0.641,7.1297,99.9,60.5,18.65,21.31,-7.5038,15.0,12.8607,5.7021,0.4824,4000.0,7,3.255,22.814,6.981,448.14,424.17,5.33,0.2172,172.91,237.26,1.3226,77.2344,35.698,60.328,21.4,0.01818,49.23,100.0,7.6816,3327.0,420.34,16.3835,1.95,0.01,5.0,606.08,2519.889,7.84,500.0,100.0,209.66,1.0,2.3069872e-13,200.0,0.6151,0.1107,3.6188,5.4529,0.57426,417.73,53.961,19.61,0.24278,0.09926,0.997,0.559,0.000398,0.2243,2451.7,7.56944,5.9528e-08,0.8073,0.05443,14.311,31.8901,19.5331,0.4221,64.16,1025.71,0.0
UHTM_0327,Synthetic,Hf0.05Zr0.05Ti0.06Si0.23C0.46B0.14,Hf1.1ZrTi1.1Si4.7C9.5B2.9,HfSi,30.364,14.105,3.761,0.65,8.48,20.217,17.602,4.82,3.9959,1613.2,175.2,26.61,33.68,Ar,1,9.208,41.33,332.3,14.14,34.2,0.5429,39.317,3.872,0.453,6.9221,99.9,71.69,34.84,26.89,-3.4597,15.0,12.3257,11.4083,0.4313,4000.0,5,7.654,24.433,7.669,451.27,430.44,5.0,0.2023,175.47,250.38,1.4336,91.9351,63.056,62.128,22.658,0.001,46.611,100.0,6.3022,3202.2,457.71,14.2718,0.0,0.0655,5.0,551.85,228.004,12.994,500.0,0.359939,241.06,7.856,2.8144e-16,41.8328,0.6881,0.2432,30.0,4.779,0.26428,407.29,60.0,20.314,0.30323,0.13648,0.9511,0.5954,0.000387,0.2273,1172.3,0.01,1.647e-09,0.956,0.01497,15.0,7.6751,24.0173,1.1227,2000.0,515.97,9.756
UHTM_0328,Synthetic,Hf0.08Zr0.06Ta0.04Nb0.07Si0.11C0.46B0.19,Hf2.0Zr1.7TaNb1.8Si2.8C12.2B5.1,HfC,31.435,13.685,15.807,14.539,0.016,6.913,12.78,4.825,4.2552,2189.5,65.2,32.36,8.18,Ar,1,2.78,45.89,385.8,13.78,9.47,0.7032,38.283,3.971,1.167,6.9436,99.9,57.65,30.8,7.22,-4.1827,15.0,13.2213,11.3597,0.4632,4000.0,6,5.973,23.407,7.605,438.66,428.24,5.6,0.1781,180.32,235.95,1.3257,95.6688,70.607,61.494,22.282,0.001,43.579,100.0,6.6321,3593.7,405.11,15.5897,8.08,0.01,5.0,545.47,1002.854,5.283,500.0,100.0,222.86,5.982,1.176886e-14,200.0,0.6642,0.5053,30.0,4.7347,0.52119,426.0,35.816,20.025,0.3044,0.13955,1.0,0.5726,0.000386,0.2248,1871.1,1.30535,8.737e-09,0.8332,0.00957,15.0,5.6622,22.3901,0.4412,343.16,756.17,2.978
UHTM_0329,Synthetic,Hf0.05Zr0.10Ta0.03Nb0.05Ti0.05Si0.19C0.23B0.30,Hf1.9Zr3.5TaNb1.8Ti1.8Si6.6C8.1B10.7,HfSi,22.704,21.556,12.116,11.019,5.853,12.484,6.534,7.734,4.154,1651.7,95.2,55.17,21.27,He,3,3.768,40.08,466.7,10.55,17.88,0.5407,36.269,1.203,0.117,6.7824,99.9,44.66,35.79,14.61,-6.1193,15.0,14.9812,8.4762,0.4082,4000.0,8,4.444,23.977,5.93,486.07,433.21,7.67,0.1883,179.74,213.05,1.2051,47.3754,78.735,58.464,22.696,0.01249,42.983,100.0,8.0079,3462.2,418.19,15.6342,9.14,0.01,5.0,590.68,1445.589,6.209,500.0,100.0,205.84,5.378,9.902316e-14,200.0,0.4808,0.4237,30.0,5.021,0.39459,428.72,37.977,21.03,0.16257,0.07529,1.0,0.5332,0.000672,0.2118,2037.9,2.1192,1.5217e-08,0.8941,0.02162,15.0,13.6279,20.7816,0.8241,213.8,831.44,0.0
UHTM_0330,Synthetic,Hf0.05Zr0.09Ta0.03Nb0.02Si0.10C0.61B0.10,Hf2.2Zr3.8Ta1.2NbSi4.2C26.5B4.3,HfC,25.679,22.426,13.704,6.041,0.703,7.679,20.723,3.043,4.167,2088.6,135.7,60.84,29.07,He,3,5.732,53.16,382.2,12.29,4.02,0.6779,10.623,1.884,7.679,6.5408,96.608,73.56,25.34,9.41,-6.2689,15.0,11.0753,5.9415,0.4655,4000.0,6,4.921,23.236,5.068,859.87,343.91,10.45,0.2022,133.58,199.58,1.5427,11.0581,123.275,58.71,21.98,0.001,42.026,100.0,8.4879,3363.0,382.99,15.9614,13.71,0.01,27.5,599.08,2139.732,5.707,500.0,100.0,210.58,2.126,8.372198e-14,200.0,0.4935,0.1988,30.0,4.7545,0.2707,431.16,46.132,20.822,0.09129,0.07796,0.922,0.2652,0.000931,0.2792,2335.1,5.1724,6.6923e-08,0.8121,0.04191,14.461,25.5398,44.9416,0.3871,86.97,876.85,0.0
UHTM_0331,Experimental,Hf0.05Zr0.05Ta0.02Nb0.06Ti0.02Si0.20C0.46B0.14,Hf2.3Zr2.2Ta1.1Nb2.9TiSi9.7C22.1B6.5,HfSi,23.844,11.27,11.792,15.606,2.735,15.519,15.189,4.045,4.2335,1768.2,197.3,40.7,49.83,N2,2,8.829,24.16,368.7,9.71,14.23,0.5908,17.23,2.097,1.776,6.6188,98.562,67.83,28.97,16.56,-3.3658,15.0,13.1334,12.9479,0.4355,4000.0,6,10.313,24.276,6.943,778.75,414.06,8.05,0.2022,160.16,240.37,1.4818,25.2998,135.045,68.65,22.349,0.001,36.777,100.0,7.6415,3318.3,382.87,14.8743,0.0,0.01,5.0,544.5,2054.963,5.0,500.0,100.0,226.87,2.536,1.1344919e-13,200.0,0.6214,0.1552,30.0,4.8084,0.27866,439.2,60.0,22.403,0.14468,0.11527,0.9637,0.3687,0.000533,0.2118,2311.2,5.07506,3.837e-08,0.8103,0.03834,13.858,22.4489,37.2011,0.6623,91.59,883.03,0.0
